사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-01,경인선,1810,제물포,570,2,6541,1644,13197,6276,36184,10400,32330,22567,19643,12321,16311,9589,16451,9034,17468,11532,16697,13006,15238,12867,15787,13807,17800,15671,21340,21709,24265,27232,11352,28190,8067,18979,6531,17240,4333,15722,2121,12878,123,4171,0,8,0,0,0,0
2020-01,경인선,1811,동인천,1493,4,7746,2219,15384,9939,43095,20801,33206,31776,23452,18818,21938,21952,24086,26554,27181,25968,28417,26459,27653,26309,30471,25243,32324,27699,40372,30950,49428,35870,25451,38404,16606,24314,12352,19429,8600,19607,3542,14047,42,5593,1,13,0,0,0,0
2020-01,경인선,1812,인천,258,3,1135,709,2812,2959,5237,4466,4740,7445,3433,4142,3340,5018,4521,8785,6034,9706,8029,9319,9682,8984,11632,7329,12197,5437,13575,3905,13429,3397,5945,2444,4677,2140,3129,1603,1707,1419,623,1214,9,1268,0,1,0,0,0,0
2020-01,경인선,1813,구일,246,15,3624,1338,8745,2871,27879,5738,24856,12207,13567,6964,10116,7103,9328,7084,10710,9420,9988,12325,9447,14349,9899,17035,9902,18678,10719,22070,13347,28718,10958,24515,18829,12656,12627,12069,8410,11262,3336,7090,76,1531,1,11,0,0,0,0
2020-01,경인선,1814,소사,895,21,13583,2350,15869,6841,36721,8109,33933,12406,23266,10595,19194,10661,17267,11398,18265,13979,16974,14870,15457,14942,15904,15601,16505,17198,16694,23534,15695,29945,9632,29311,7308,18078,5824,18472,4530,17314,2197,11187,226,4051,0,24,0,0,0,0
2020-01,경인선,1815,부개,1599,14,8364,2120,16038,3728,38760,4752,33415,10605,20094,7359,15925,6828,14870,7919,15082,10103,14032,10575,12218,11848,11430,14432,11930,16695,13317,20027,13438,29615,7868,28193,5780,17340,4858,16949,3484,14470,1921,10831,256,2503,0,21,0,0,0,0
2020-01,경인선,1816,간석,317,23,5000,1158,11571,2226,24138,3379,21774,7979,12607,7010,10618,5303,10656,6298,10712,7120,10321,7891,8805,7767,9483,9970,8736,11019,9193,14178,10352,19685,6139,19503,4727,12314,4339,11727,3174,10075,1883,7663,176,2605,1,8,0,0,0,0
2020-01,경인선,1817,도원,546,14,2024,919,3313,2060,6954,3922,6383,18925,5198,5021,5667,4983,5778,4619,7525,4585,8827,5396,7657,5404,6697,6012,7336,5925,7244,7004,8842,6641,3446,5815,2613,3705,2372,3892,1305,3437,525,2479,49,1751,0,7,0,0,0,0
2020-01,경인선,1821,온수(성공회대입구),142,2,4803,1323,7731,3740,21709,6174,21699,11609,14404,7943,11818,6973,11659,6073,13386,8245,13342,8097,10940,8956,10956,9955,11723,11300,12366,14794,12057,21479,6447,21829,4923,13302,4762,13093,3539,11122,2261,7739,249,1289,0,7,0,0,0,0
2020-01,경인선,1822,중동,520,2,8750,1501,15800,4334,42454,5479,33909,13250,19480,10199,15633,8802,15302,9411,16490,10339,15401,11725,13036,11252,12518,13561,13733,16237,13545,22074,14975,29743,8280,29343,6676,18113,5589,16049,3817,14534,1874,11561,216,2854,1,13,0,0,0,0
2020-01,경인선,1823,도화,218,2,3479,1030,5711,3199,14586,3634,12757,6815,8828,3511,6939,3774,6528,3926,7151,4911,6933,5427,6028,5396,5939,6219,6880,7110,7875,7773,7396,9796,3869,9702,2740,5968,2086,6157,1342,5193,809,4480,44,2025,1,10,0,0,0,0
2020-01,경원선,1008,이촌(국립중앙박물관),83,1,1148,597,3385,2120,7374,3898,10033,8525,8257,5616,6654,4009,7046,3700,7207,3703,7797,4649,6810,4754,7449,5621,8243,5880,10251,6497,10438,8599,5593,7101,4461,4866,4004,4287,2761,4781,929,2898,104,901,1,0,0,0,0,0
2020-01,경원선,1009,서빙고,33,0,665,609,1730,2465,2872,4023,3604,7844,3269,3312,2940,2785,2856,2271,2868,2013,3926,2912,3110,2086,3716,3137,3964,3161,5597,3245,6980,3949,2714,3471,2387,2012,1867,1625,1244,1735,304,1175,18,367,0,0,0,0,0,0
2020-01,경원선,1010,한남,117,1,1897,540,2640,4658,4882,9157,6119,14436,5625,14263,5075,6698,5824,5958,7212,5695,6256,6416,7264,5103,8434,5663,10221,6667,13077,7645,16131,9013,7879,6647,5632,4009,5545,3842,4746,2914,2150,1924,110,752,0,4,0,0,0,0
2020-01,경원선,1011,옥수,0,0,1,8,21,66,35,25,72,188,23,63,12,141,12,176,14,68,17,27,33,19,40,16,324,20,385,29,13,17,361,19,11,10,41,16,33,16,24,3,0,0,0,0,0,0,0,0
2020-01,경원선,1012,응봉,144,0,950,283,2401,1075,6183,1592,8204,1995,4686,1357,3346,1420,3006,1403,2904,1686,2949,2128,2380,2329,2601,2838,2779,3416,2809,3971,2875,4912,1488,5189,1150,2864,909,2555,645,1979,263,1761,25,459,0,1,0,0,0,0
2020-01,경원선,1013,왕십리(성동구청),636,6,4836,901,7893,4794,23955,9596,43748,20651,27201,17065,15554,16719,15978,20773,19334,25073,21519,27035,23034,27220,25856,30402,28384,35135,32612,43272,32840,71690,26328,57325,25271,31609,30234,25507,29587,24792,15393,13464,1648,5345,10,23,0,0,0,0
2020-01,경원선,1014,청량리(서울시립대입구),935,38,6487,1162,7358,10393,26138,12500,31006,20487,28687,31268,30261,27704,25108,38142,32344,35998,35417,36169,36545,37560,41673,38511,37963,39933,39218,36641,34159,49222,27782,40690,32949,21547,15213,19499,12450,16778,4292,9644,297,4171,0,25,0,0,0,1
2020-01,경원선,1016,외대앞,489,6,5054,1399,8464,3385,19904,4752,26173,14096,17760,10715,13152,9994,14661,11933,15110,12900,15979,12653,15806,13006,18747,14440,17382,15772,18363,19336,15174,25080,10105,23084,7855,14788,8446,14877,6998,14546,3431,12026,284,2779,0,31,0,0,0,0
2020-01,경원선,1017,신이문,1287,6,7662,1236,13706,2593,35829,4451,41866,8612,23974,5291,17446,6017,15385,7159,14928,8484,14887,10053,12527,10961,11800,14527,10745,17123,10944,21273,11123,29944,6864,29004,4561,17613,3470,16030,2505,15103,968,10072,115,2140,0,21,0,0,0,0
2020-01,경원선,1018,석계,1332,7,5880,1923,12668,4148,25634,5366,32388,9706,22247,7808,17998,7926,17281,9288,17589,11999,17366,13618,15103,15076,14984,18521,13901,23261,14246,28714,13585,37868,9625,36202,7512,22413,6846,20390,5651,19027,2885,11853,320,2515,1,35,0,0,0,0
2020-01,경원선,1019,광운대,1847,15,5405,1611,12813,2911,34831,4971,31987,9496,18404,8529,13773,8427,12360,8024,13621,10708,13543,12245,12262,11760,12972,13204,13167,16035,14153,17620,11784,25026,6950,24794,5789,15708,5222,13720,4066,13445,2166,11546,253,4682,0,91,0,0,0,0
2020-01,경원선,1020,월계,308,11,5777,990,7403,2465,19143,3954,20669,8112,14703,5560,12246,5486,10563,5584,11577,7778,11053,7386,9550,8204,9420,9256,9268,12605,8785,13076,8857,17068,5455,17248,3831,10789,3064,9354,2212,8182,989,5887,104,2186,0,0,0,0,0,0
2020-01,경원선,1021,녹천,425,4,4732,462,7290,1414,19459,2475,18473,4770,12355,3046,9159,3678,7747,3755,9330,4762,7868,4792,6435,5154,6512,6766,6318,8912,6623,9680,5825,12416,3838,14057,2374,8339,2415,7552,1251,6866,563,5262,103,1588,0,0,0,0,0,0
2020-01,경원선,1022,창동,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2020-01,경원선,1901,방학,289,4,10110,1504,13560,5175,28927,7348,28228,19071,20726,11769,17506,11598,16962,10891,18324,12873,17907,12637,16056,15788,15631,18547,15704,21439,17143,21887,19859,28008,10515,27647,7475,16633,6266,13336,4853,11648,1942,7821,188,2407,2,11,0,0,0,0
2020-01,경원선,1902,도봉,173,6,6752,1249,8610,2808,19036,3535,18334,10048,13669,7817,11695,7395,10959,6775,10693,7708,11094,7669,10104,9551,10080,11334,9718,12564,10135,13209,11436,15687,5001,16147,3360,9911,2738,8396,1976,7517,931,4352,120,2094,0,1,0,0,0,0
2020-01,경원선,1903,도봉산,133,1,5826,573,8538,2218,23162,3018,21165,5366,14663,9784,12327,13961,12525,12377,14875,10895,17849,10076,20307,9605,20437,9888,18604,8981,15297,8818,11758,9735,7125,9550,4557,5970,3569,5196,2254,5099,959,3627,141,2015,0,6,0,0,0,0
2020-01,경원선,1904,망월사,290,2,6553,886,11240,3542,24655,3969,24928,10957,17480,9863,14247,9133,14098,9389,14715,9102,14527,10539,12548,10258,11225,14422,11911,15250,12270,18986,11123,23460,6494,24214,5111,15933,4350,12745,3040,10050,1510,8603,214,3022,1,6,0,0,0,0
2020-01,경원선,1905,회룡,841,35,12846,1950,23271,5626,56315,7719,45120,10717,30725,11226,25890,11167,24798,12949,23990,15169,21831,16435,17730,17671,16894,23364,16958,27149,15944,33112,14282,39260,8753,42375,6665,28579,5562,21636,4349,16330,1963,14870,235,5281,0,1,0,0,0,0
2020-01,경원선,1906,의정부,2379,16,10393,2169,19128,7401,44090,14225,40870,33714,27747,39685,25215,33205,29487,36094,33484,41284,34976,42218,36022,41467,41951,43192,46379,43751,49934,47907,52558,56069,36124,53744,32681,36158,23466,28016,20685,18831,10147,17370,850,8763,1,5,0,0,0,0
2020-01,경원선,1907,가능,352,9,7197,1465,12124,3526,22721,5011,21512,11635,14455,7801,12304,6654,11611,6894,11999,8095,11147,9190,10031,7071,9486,10704,8450,11200,10922,15422,10380,20220,6609,19195,5039,11687,3859,10813,3321,8976,1529,7920,129,1700,0,0,0,0,0,0
2020-01,경원선,1908,녹양,207,1,4947,698,8972,2268,17479,3544,16813,7424,10671,4094,8907,3581,8301,4338,8339,5150,8081,6202,6920,4610,6882,7678,5951,8067,7961,10641,8805,14468,4377,14206,3026,10498,2481,9167,1974,8183,956,6799,87,1327,0,0,0,0,0,0
2020-01,경원선,1909,양주,1429,2,5500,1119,11559,5076,33580,8778,27693,11895,19937,7333,17256,6483,15738,8432,15594,8620,13717,9493,12556,10921,11578,13268,11717,12968,13137,17437,16347,22672,7795,22802,4721,17695,3716,13903,2243,12950,1076,10295,33,3803,0,1,0,0,0,0
2020-01,경원선,1910,덕계,0,0,1645,334,5592,1725,10652,1923,9649,2887,5488,1430,4630,1495,4145,1719,4065,2276,3450,1689,3015,2965,2755,3131,3129,4984,3513,4747,3470,6710,1632,7106,1009,5057,765,3196,575,3699,210,2846,10,812,0,12,0,0,0,0
2020-01,경원선,1911,덕정,0,0,3337,1026,8292,4496,20077,8969,20065,11392,11255,6021,10548,4932,10594,4987,10477,6161,10315,5228,8187,9059,8311,7086,9007,11188,11873,12669,12781,15699,6693,17834,4254,12472,2888,8976,2219,9861,1549,6306,127,1639,1,25,0,0,0,0
2020-01,경원선,1912,지행,7,0,4612,839,9974,2665,20476,4694,21569,11170,14938,6280,13278,5950,12581,6795,13209,8535,12556,8371,9901,11799,9715,10342,10371,13780,11412,18861,12708,19368,7875,22530,6823,16018,5414,10919,4266,11371,2833,8936,130,2570,2,12,0,0,0,0
2020-01,경원선,1913,동두천중앙,12,0,2220,451,4672,1743,8962,3642,9734,8911,7337,4926,6965,5413,7126,6249,8149,6048,7789,4957,6416,6769,6263,6104,6642,6680,6629,7499,7825,7046,3297,7556,2403,5645,1599,4097,955,4253,459,2880,11,878,0,13,0,0,0,0
2020-01,경원선,1914,보산,29,1,1382,442,2343,720,4759,2658,3895,2271,3862,1701,3365,1499,3138,1547,3309,1975,3177,2239,2818,2667,2653,2680,2981,3410,4972,4290,3472,4244,1914,5109,1460,3912,954,2759,612,2482,255,1465,7,566,0,4,0,0,0,0
2020-01,경원선,1915,동두천,12,2,990,405,2662,2720,4834,7281,5746,4877,5119,3033,4342,3086,4268,3234,4093,3176,4122,2719,3253,4466,2958,4726,3505,5049,4462,5533,5399,6433,2598,5601,1527,3986,847,3161,577,2458,237,1161,7,967,0,3,0,0,0,0
2020-01,경원선,1916,소요산,51,1,663,4,1144,1030,5766,2856,6955,2686,6054,3916,6965,6337,6660,10179,7605,9818,9855,8541,11522,7645,13061,6010,9426,5578,6618,5034,4462,4073,2505,3270,1547,2182,1164,2150,438,1324,211,945,4,828,0,3,0,0,0,0
2020-01,안산선,1751,산본,512,3,8968,1800,22079,6572,56849,14402,53887,30411,29287,24190,25189,20567,24656,23004,26282,27314,26702,30719,26499,29195,28362,30802,30354,33797,32011,41536,36680,65888,26482,61871,20395,36478,20791,28280,18025,25316,7758,17731,1622,7687,8,798,0,0,0,0
2020-01,안산선,1752,대야미,0,0,2245,873,6689,3414,16290,4360,17359,7561,10888,4366,8169,3837,7937,3999,7787,4791,7903,4950,7318,5620,7317,6512,7773,7940,8909,9385,10470,14353,5701,12164,4203,9118,3045,8030,1932,7664,1095,4999,380,1942,0,0,0,0,0,0
2020-01,안산선,1753,반월,5,0,2739,859,6547,2561,15441,3767,15787,5840,10880,3659,8896,3894,8365,4135,8426,4525,8330,5661,6807,6407,6445,7895,6391,8894,8143,9911,8525,14370,4934,11778,3496,9411,2588,7945,1716,7672,820,4932,294,2019,0,0,0,0,0,0
2020-01,안산선,1754,상록수,422,12,14254,2677,33682,9377,76752,13677,74719,19862,42163,14467,33211,12812,31020,14354,31157,17377,28464,20675,24215,22245,23824,26702,25339,33643,26661,43753,27824,70828,18997,67533,14502,43977,12817,40028,8714,33117,4438,22423,1064,10993,1,5,0,0,0,0
2020-01,안산선,1755,한대앞,136,2,5463,734,13494,3809,26506,6268,23763,13230,15068,11485,12562,7921,12655,7488,13049,9157,12634,9869,11539,10193,11445,11506,12214,13923,14751,18331,16598,27660,8819,24349,6921,15874,6775,12328,5779,11956,2340,7782,482,3788,0,8,0,0,0,0
2020-01,안산선,1756,중앙,179,4,8266,907,23311,6728,46289,11228,39258,30175,21726,27397,21709,19671,23496,20160,26713,25044,26338,28070,25861,29906,27986,29383,31987,32240,34460,39259,36894,61482,25285,56335,24223,35243,24758,28375,22636,23243,11040,18067,2189,8769,2,96,0,0,0,0
2020-01,안산선,1757,고잔,186,3,4263,607,11947,4740,27204,10861,19335,25511,12686,14551,12462,11340,12770,9881,12634,10616,12455,11603,12328,11201,13147,10770,14536,11311,19104,14278,21513,21065,9844,19303,7537,12606,6903,10032,4830,9710,2036,8206,318,4533,0,87,0,0,0,0
2020-01,안산선,1758,초지,253,25,2649,266,7719,3360,15979,7874,11867,9568,7200,3704,6031,3652,6241,3875,6205,4243,5541,4752,5347,4883,5346,5271,5954,5963,8449,7597,9400,11447,4964,12359,3300,7922,2489,6468,1751,6260,727,4089,129,2132,0,89,0,0,0,0
2020-01,안산선,1759,안산,1283,4,10689,690,13827,14632,22593,38683,24295,32843,22296,14229,20471,15106,20205,16944,21534,18628,22132,18933,22873,18393,23704,19955,25589,22285,45296,27259,48030,29812,25624,27989,22509,20206,14051,17520,6422,14616,2174,8157,296,3714,2,274,0,0,0,0
2020-01,안산선,1760,신길온천,10,0,1407,35,2890,1104,6115,3287,5433,2010,3240,1091,2850,1144,2454,1311,2304,1314,2340,1410,2136,1920,2064,2339,2248,2574,3524,3472,3421,4606,1675,4177,1227,2901,772,2407,458,2566,188,1857,60,803,2,73,0,0,0,0
2020-01,안산선,1761,정왕,209,8,4979,268,8732,9358,15584,21306,14455,24163,11370,12894,11380,9203,11228,8644,11358,9675,11360,9766,10577,10444,12794,10909,14428,10921,20711,14438,25415,19429,11728,15730,8847,12542,6675,10770,3677,9602,1782,6966,220,3166,1,375,0,0,0,0
2020-01,안산선,1762,오이도,187,3,6015,68,16086,7605,33130,13150,27813,12894,17163,7496,14717,7646,14326,10481,15148,11635,14630,12691,13602,13843,14309,14823,15876,16267,20082,20680,20644,29631,12918,25783,9459,18453,7754,16258,5904,14954,2174,10561,174,5187,2,595,0,0,0,0
2020-01,안산선,1763,수리산,4,2,2740,518,8699,1484,18969,3228,18308,4559,10564,3217,7672,4208,7637,3346,6755,3566,6427,3706,5297,4169,5074,5105,4622,6119,5131,7237,6028,11408,3073,10755,2045,6998,1529,5894,1181,5828,526,4599,164,1481,0,0,0,0,0,0
2020-01,과천선,1450,선바위,2,0,1101,959,6271,7431,20044,20605,25586,26513,17175,16371,11702,7905,10995,7011,11535,7267,11851,7631,11511,7705,11494,8868,14426,9903,23569,13566,34406,18138,16357,15443,10077,10996,8224,10064,4895,9754,1785,5390,258,2066,0,4,0,0,0,0
2020-01,과천선,1451,경마공원,2,2,227,531,789,2758,1712,4817,2951,14431,2469,21926,2568,29096,3266,20117,3998,16545,5046,15875,7061,12395,9435,7141,16308,4409,29472,2415,61487,2293,8249,1738,2134,1257,799,1206,359,1208,207,763,27,285,0,0,0,0,0,0
2020-01,과천선,1452,대공원,0,0,32,371,190,2748,671,2861,950,9803,1270,16379,1585,17367,2995,9077,7186,7868,6956,7987,7464,6634,8847,3789,11685,2463,15140,1552,11744,1212,5416,785,3519,474,1994,419,265,286,128,222,35,94,0,0,0,0,0,0
2020-01,과천선,1453,과천,6,4,1528,1099,5364,12389,16678,3699,18245,7184,11660,4866,8355,4564,8498,4074,9032,4585,8753,4984,7832,5745,7718,6422,12892,7861,13428,8834,8582,13433,4009,13043,2569,8139,2017,8137,1586,8415,550,5668,132,1528,0,7,0,0,0,0
2020-01,과천선,1454,정부과천청사,12,2,1838,1887,5182,12737,16851,23691,16058,69116,14636,25802,12231,19197,12972,17249,14281,12387,19849,13491,25067,12870,22775,13298,23182,12850,31660,15873,57182,24273,16048,20850,13268,11169,16058,8945,13362,7914,3700,5346,372,1534,0,3,0,0,0,0
2020-01,과천선,1455,인덕원,57,1,8252,2028,25532,11093,79366,28669,74230,98770,44827,36225,36183,22854,33363,21653,35564,22335,36787,26070,31942,28264,33555,29803,37256,36567,47902,49333,81289,79137,33201,78077,25190,42110,24772,39866,18161,39059,7486,26675,1243,10965,1,22,0,0,0,0
2020-01,과천선,1456,평촌,47,0,3867,2291,18921,7524,59304,26804,49853,80027,26319,34337,21245,17859,20825,15848,21641,16258,21518,19875,21231,19030,23062,19134,24691,22983,37698,29156,61982,47062,28732,48834,20840,26731,19063,21583,16361,20865,6613,12468,1127,6079,0,13,0,0,0,0
2020-01,과천선,1457,범계,131,16,7309,2682,29253,11585,86608,20058,76838,60783,43011,45911,34398,32176,36297,33145,40130,35629,40625,41704,39842,41719,43123,43051,47957,50335,54105,61253,70645,94043,43347,87776,44961,46359,37821,36213,35006,35629,15532,21587,2469,9724,2,22,0,0,0,0
2020-01,분당선,1023,선릉,36,0,1226,1183,2056,9043,3962,39320,6291,142779,5870,88338,6710,37918,8810,25158,10693,22753,12876,25648,13922,20138,17366,18962,25844,16012,36851,22020,77605,27015,34743,18278,22395,9043,20996,6482,19806,5929,6912,3981,388,952,2,11,0,0,0,0
2020-01,분당선,1024,한티,5,1,1773,877,6239,6815,18501,18469,24942,50617,16888,48125,13584,27933,16362,22685,20595,28998,25141,33550,22722,23742,25369,22636,29843,26234,45939,36484,49392,35584,30679,27077,32672,15567,24051,13677,34730,13262,6600,8374,256,899,0,4,0,0,0,0
2020-01,분당선,1025,도곡,27,1,1157,831,2708,5046,7551,11738,12305,26263,9610,20570,8108,9487,9513,9278,10149,8643,11006,9728,11258,8539,12407,8725,14156,9801,19781,11550,25779,13864,12972,11670,8326,7629,8206,6930,5569,6174,1816,4305,58,631,0,2,0,0,0,0
2020-01,분당선,1026,구룡,7,0,371,305,1017,1900,2211,2599,3714,5093,2950,2258,2597,1751,2321,1370,2419,2201,2380,1884,2302,1798,2564,2135,5308,2384,3848,2736,3442,3195,1544,2554,900,1756,841,1781,537,1689,178,1236,12,138,0,0,0,0,0,0
2020-01,분당선,1027,개포동,4,0,761,403,2983,2354,7664,4026,9745,9718,6447,8962,5373,6602,5634,4316,7661,4695,6416,5191,6297,5057,5780,5420,6380,6119,7976,7021,8389,9940,5377,9009,3747,5665,3742,5128,3813,5451,1825,3765,82,516,6,0,0,0,0,0
2020-01,분당선,1028,대모산입구,5,0,1722,962,3542,7224,8243,3904,10937,8889,7167,4982,5244,3681,6004,3167,5763,3520,5473,3715,4738,4049,4876,4949,7307,4952,8453,5651,8194,7629,3794,6831,2357,4444,1972,4154,1305,4403,478,2544,25,482,0,5,0,0,0,0
2020-01,분당선,1030,수서,74,1,3028,3175,6424,13099,22820,22167,38135,46554,25965,29015,25574,19433,20811,16771,24729,21274,24178,21584,17362,19741,25824,21350,29189,26366,34562,30969,46468,42218,21797,33203,22319,22013,15429,19040,15444,16717,9662,8485,211,1378,27,12,0,0,0,0
2020-01,분당선,1031,복정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-01,분당선,1846,수원,936,2,4187,565,7793,2984,23338,6699,28155,10382,15131,7945,9929,6180,9434,7061,10319,8864,10997,10194,10690,8928,12121,9016,14523,12903,17938,14326,21882,21939,15796,20313,14036,10396,12502,8277,11185,7154,5597,4031,149,1857,0,7,0,0,0,0
2020-01,분당선,1847,서울숲,123,0,2121,463,4351,8197,12942,9182,23140,33938,15620,23504,8508,11500,7900,9505,8765,9859,10223,12452,10493,11536,12599,12065,16766,11799,23094,14709,35089,21430,17463,17285,10114,9600,9508,8662,6334,8827,2316,4819,59,1059,0,4,0,0,0,0
2020-01,분당선,1848,압구정로데오,134,2,2011,534,3444,8372,4946,18710,8148,68679,7324,92971,8002,45934,12334,33890,15591,31722,18869,31348,23496,29564,29296,27601,34975,27335,49801,33936,80601,41054,61399,28196,50254,10955,33724,7260,27972,6238,10970,3467,398,751,1,11,0,0,0,0
2020-01,분당선,1849,강남구청,37,0,1319,581,2678,4451,6237,12643,10271,54467,8801,41758,8376,20164,10248,14850,10689,14693,13213,16519,13972,15642,15837,15045,17009,15335,23993,16919,50904,21818,27417,16111,16107,8432,14235,6870,10761,6894,4403,4306,100,939,0,5,0,0,0,0
2020-01,분당선,1850,선정릉,8,0,1012,793,2079,4292,3993,11249,7684,52595,6710,43654,6032,16457,7815,11850,9799,9353,9914,10288,11540,9261,12236,8721,13497,7954,20553,9364,44871,11315,25378,8159,12507,4958,11448,4292,8323,3961,3200,2839,126,622,1,10,0,0,0,0
2020-01,분당선,1851,가천대,31,9,4929,860,6779,3588,16576,5042,25780,17851,15617,11797,9693,8277,9493,7121,11575,9963,10681,10283,10372,9323,10987,9695,14261,12232,15421,14473,13165,22445,7203,20928,5276,14999,4733,15795,3604,16580,2272,11797,107,1868,0,1,0,0,0,0
2020-01,분당선,1852,태평,165,10,13402,2323,19287,5606,39770,8872,64110,16391,43379,12743,25977,12446,22263,14526,22672,15489,22690,18527,21113,19073,19812,26552,20279,28462,21857,34617,22297,49749,12915,40918,9757,27712,8293,30311,5585,26494,2562,15437,214,2485,0,9,0,0,0,0
2020-01,분당선,1853,모란,282,7,14179,2872,21230,10534,53513,19834,73335,32785,52147,27527,35202,27004,34299,33578,38887,35200,40818,38560,39169,37821,38689,44707,40004,45834,42584,50407,45060,70761,26333,59082,19238,39745,18844,38413,14961,31353,8470,22230,786,3094,4,15,0,0,0,0
2020-01,분당선,1854,야탑,195,2,7432,3496,17947,15760,52150,35972,68944,96738,45302,59948,38225,40605,41373,41857,44427,45280,45824,46368,46173,51310,50485,46380,55898,55207,67998,58470,95219,83437,54427,70384,39040,42182,37432,35215,27008,34202,11652,21257,888,4400,5,7,0,0,0,0
2020-01,분당선,1855,서현,454,8,5842,3192,12393,10784,32818,34910,43293,84868,31043,72223,28934,51204,32351,43474,38490,45542,40462,51959,45139,49506,53406,50102,56618,49953,72642,56598,100538,74542,64256,61944,60330,32392,50594,27585,43813,22744,20159,14730,1550,2324,8,22,0,0,0,0
2020-01,분당선,1856,수내,201,3,2636,1699,6645,5461,17067,14346,23984,55425,16521,43315,14149,22960,16312,18425,18406,21615,21401,20537,22702,21879,25176,19698,27364,23264,35817,24616,51955,31072,29982,24195,28829,15178,20120,12808,16905,12092,5229,7678,384,1574,0,9,0,0,0,0
2020-01,분당선,1857,정자,439,7,3530,992,10145,12622,27893,22473,36766,65483,25595,50452,19334,25693,19827,19162,22138,20645,23184,21752,23829,21552,26549,22887,29153,27238,39677,33982,60824,51738,36610,44650,26862,27422,28216,22346,26619,22192,11517,13544,1731,4449,4,13,0,0,0,0
2020-01,분당선,1858,미금,628,7,3597,852,11535,12228,24785,18002,34391,42924,26948,38010,26124,24634,27943,26169,29461,30189,31445,31645,34136,28463,36381,32785,35827,32579,40278,35192,45033,48842,25973,40341,20533,26606,21476,24151,18448,21945,6347,14410,409,3535,0,11,0,0,0,0
2020-01,분당선,1859,오리,778,4,3633,577,13255,7368,30518,12920,34164,33771,24055,19769,19796,13807,19131,11994,20240,14739,20075,15151,18907,15385,20922,15749,21920,18281,26678,18797,37144,29380,17043,25049,13347,17403,12520,14355,9364,14073,3720,9577,223,3135,0,7,0,0,0,0
2020-01,분당선,1860,이매,66,2,2209,782,5815,3240,14032,7097,16349,12688,11937,9264,10356,7948,10265,7061,12384,8199,10309,9067,10558,9437,10007,9879,11252,10174,12564,12450,14302,15398,7390,14118,5314,9099,5077,8603,4757,9228,1040,6006,116,1353,0,9,0,0,0,0
2020-01,분당선,1861,보정,44,0,1039,89,3162,1342,8622,2323,10851,5415,7014,2446,5809,1518,4861,2007,4388,2259,4421,2500,3759,2967,4048,4360,3660,4810,4037,5190,4090,6407,2013,6043,1453,4326,1298,4226,949,3688,391,2478,54,780,1,1,0,0,0,0
2020-01,분당선,1862,죽전,1242,4,4328,886,13404,6852,42305,14838,39626,22478,24627,21410,18886,23263,19147,20342,20523,20977,21720,23645,22160,23708,24701,26151,26457,29259,30515,34225,35425,47772,24125,45963,25831,28222,15014,24501,10328,24765,3722,18425,77,9506,0,20,0,0,0,0
2020-01,분당선,1863,구성,54,1,2466,485,6582,2649,20340,4249,20700,8753,12645,3760,9716,3578,8220,4193,7750,4521,7600,5322,6674,6129,6593,7901,6448,9797,8188,11107,8984,17796,4193,16992,3229,10306,2826,9991,1801,10126,705,6691,46,1637,0,5,0,0,0,0
2020-01,분당선,1864,신갈,87,1,2442,350,7516,1908,17858,2421,20224,6196,12928,3804,9672,4428,9018,4121,8499,5496,8410,6490,7694,7747,7236,8155,7839,8696,7715,10609,5930,16195,2796,14810,2059,10470,1717,9107,1367,8728,575,6527,97,1358,1,4,0,0,0,0
2020-01,분당선,1865,기흥,192,1,4887,707,12788,3842,35720,7144,39411,12674,22144,8654,15503,6789,14235,7592,14848,9973,14601,11280,13345,12051,13965,13499,14777,15495,17041,21389,19769,34678,11473,36122,8835,23009,8815,18751,7133,16464,2758,14379,457,3549,0,3,0,0,0,0
2020-01,분당선,1866,상갈,27,0,2786,503,8626,2615,18891,6402,21472,9305,14137,4552,10646,4251,9483,4997,9160,5808,8706,6537,7880,6803,7623,7754,8502,10288,11438,12889,12207,17042,6357,15848,4384,12187,3654,10511,1948,10079,859,7418,76,1531,2,1,0,0,0,0
