사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-01,6호선,2630,녹사평(용산구청),29,0,1363,379,1959,5109,4569,7055,8692,15815,6332,8411,5474,6620,6307,6948,6440,8803,7224,9135,7626,9890,8522,9191,11264,11315,15281,12697,18442,17345,11622,12569,9969,7400,11072,5634,10793,5144,5675,3304,706,1172,4,9,0,0,0,0
2020-01,6호선,2631,이태원,0,0,16813,1369,13263,6719,13173,9652,16690,23181,13278,23227,12485,17755,13588,19312,15941,24436,18427,26088,21953,24551,23285,27693,26348,32878,31245,43075,40523,53681,31924,45814,29471,30737,34814,27028,38583,23680,27825,20579,4128,8398,106,98,0,0,0,0
2020-01,6호선,2632,한강진,18,0,862,540,1392,8274,3381,16619,4700,35700,3940,27352,3181,15238,4009,14343,5181,14568,6427,20233,7837,13585,11859,15322,22936,16452,24833,19644,34025,24771,22722,16553,17350,5166,27356,3855,25807,2878,5703,2181,618,1751,2,3,0,7,0,0
2020-01,6호선,2633,버티고개,0,0,781,308,1758,1386,4733,2110,8327,5134,5498,3220,3537,2541,3458,2312,3643,2278,3638,3055,3106,3186,3725,3772,3411,3823,4711,4676,6364,6552,3536,5919,2291,3687,1757,3592,1471,3398,779,2670,140,710,2,10,0,0,0,0
2020-01,6호선,2634,약수,3,0,1204,271,1897,1750,4055,4438,7101,17923,5213,9820,4436,5869,4655,5304,5883,5358,6418,5504,6350,5789,6309,5675,6825,6423,8677,6959,13104,9461,7121,6288,5743,3932,5643,3350,4172,3236,2256,2023,428,654,0,5,0,0,0,0
2020-01,6호선,2635,청구,2,0,1369,527,2773,2285,6285,5353,9966,23480,6480,12609,4793,5080,5534,4373,5767,4563,5066,5227,5226,4923,5354,5456,5770,5923,7441,6584,12756,8348,8391,6346,5439,4016,4545,4071,3272,4122,1648,2402,283,916,1,11,0,0,0,0
2020-01,6호선,2636,신당,129,3,8007,1311,5471,5880,6212,11209,10341,33354,9932,22826,8289,13638,9494,11683,12786,11143,11128,13161,12319,12024,14125,9658,15833,10239,20940,13700,30111,18642,17247,22244,13434,11741,13377,7774,17702,7265,9948,9890,1377,1995,1,15,0,0,0,0
2020-01,6호선,2637,동묘앞,104,1,4088,864,4351,4000,7657,8541,12528,23815,11107,20874,10833,15393,12930,16164,16438,17038,17506,19020,19959,18975,23390,17905,24736,15711,26362,14962,28169,16723,13957,13608,9599,9294,7997,9052,6147,8846,3027,8828,549,2547,3,24,0,9,0,0
2020-01,6호선,2638,창신,23,0,2311,423,4490,1619,13522,2955,18634,5578,8962,3744,5358,2869,4858,2349,5114,3329,4877,3372,3936,3499,4263,3684,4718,4454,5092,5499,5011,8788,2819,8385,2398,5231,1933,5268,1206,4854,644,3672,110,1139,1,9,0,0,0,0
2020-01,6호선,2639,보문,11,0,3269,999,6547,2713,19180,6170,32150,17606,17036,10306,10725,7474,10000,7376,11292,8160,12209,8445,10558,8644,9903,9176,11108,10227,13372,13425,17429,20586,9633,18866,6858,11469,5926,11365,5110,12360,3373,8972,562,2734,2,32,0,0,0,0
2020-01,6호선,2640,안암(고대병원앞),22,0,2129,1172,3166,5899,8878,13002,12530,33915,11208,33510,11987,20219,14334,16171,16384,17309,16734,20671,18380,17233,21310,16204,28394,14796,36531,18197,34238,22836,20694,19455,16956,12065,17209,11540,16523,12290,11039,9588,2035,3866,4,192,0,0,0,0
2020-01,6호선,2641,고려대(종암),30,0,3067,731,6369,4513,19241,8623,27430,28133,15426,14337,10564,10013,10758,8865,12648,11002,13618,11509,12274,10417,13008,10922,17865,11973,21809,13950,22055,21377,11050,19581,7897,11949,7884,12159,7959,12133,3653,10050,582,2935,1,91,0,0,0,0
2020-01,6호선,2642,월곡(동덕여대),7,0,6156,915,11656,3695,37765,6594,46982,23526,25417,17928,18488,12851,18658,12359,19003,14321,18332,15284,17819,16682,17651,17840,18982,21714,19853,24806,25084,38547,14068,35895,10077,20560,9203,19468,7409,17598,3816,12597,589,3798,7,29,0,0,0,0
2020-01,6호선,2643,상월곡(한국과학기술연구원),3,0,4274,547,7464,2016,21723,3018,27470,12422,15607,8085,10633,5546,9791,5296,10055,6372,9704,6864,8595,7412,8307,7966,8772,10043,8792,12166,11684,19325,6615,18286,3689,10309,6631,9946,2924,9644,1240,7070,233,2239,0,17,0,0,0,0
2020-01,6호선,2644,돌곶이,10,0,5479,823,11124,3791,29652,5497,37118,15160,20556,11263,14267,7638,13653,8036,13593,9228,13992,10760,12151,10617,13139,12942,12382,15195,14086,18718,15222,27164,9615,25652,6216,14961,4839,13156,3707,13733,1917,9285,368,3055,3,22,0,0,0,0
2020-01,6호선,2645,석계,920,5,7478,2031,17915,5441,47928,6174,57259,11815,32277,10243,21647,9922,19611,10781,20350,13930,20404,14479,17841,16844,16507,20231,17245,25871,17830,32044,16916,48496,12616,50282,9052,28540,7901,25648,6937,24853,4458,17064,918,5405,3,41,0,0,0,0
2020-01,6호선,2646,태릉입구,25,0,3935,731,6598,3124,17484,3632,21175,8195,11181,7191,8115,5646,7998,6188,8670,6859,8884,7774,7993,8386,8204,9047,8523,10994,9125,13645,9659,21593,6359,21256,4824,11556,4145,11567,3357,10495,1974,8122,408,4136,3,56,0,0,0,0
2020-01,6호선,2647,화랑대(서울여대입구),3,0,5206,863,18221,3283,60520,5459,57271,10886,28386,7521,19320,7236,17286,7643,18311,8949,16527,8975,14658,10449,15548,11686,16722,15057,16716,20178,14729,34220,7866,36126,5527,20077,4665,18742,3548,17402,1735,13356,169,4845,3,49,0,0,0,0
2020-01,6호선,2648,봉화산(서울의료원),19,0,5084,1038,13979,3290,49607,6038,44494,12111,21532,7558,15857,6957,13893,7311,14753,8710,14321,10551,12405,10791,11409,13067,12125,15203,13926,19996,13249,30742,6820,32295,5385,19066,4695,16793,3753,17070,1717,10850,232,4325,0,310,0,0,0,0
2020-01,6호선,2649,신내,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-01,7호선,2711,장암,1,0,1202,74,6205,1368,18186,952,10739,1299,4345,1637,2762,1677,2081,1162,2301,1322,2386,1076,2301,941,2450,1110,2987,1055,3586,1476,2782,2550,1630,2792,1011,1647,738,1032,438,935,241,828,22,228,1,7,0,0,0,0
2020-01,7호선,2712,도봉산,26,0,4127,793,15881,4737,52196,5516,39470,9146,21008,11819,13247,14064,11363,11998,12192,11140,12199,12017,11838,12177,11498,13317,11913,15320,11710,19218,10434,31791,5612,40624,3585,25308,2795,21129,2206,21923,923,15958,163,6684,6,1022,0,4,0,0
2020-01,7호선,2713,수락산,64,0,8096,676,19241,5407,48945,6989,47089,16454,29531,15651,21535,15747,20104,14290,21222,15581,21811,15229,20818,16272,20053,18903,19706,22568,20818,27375,21221,39829,12996,45953,9010,28464,7382,23715,5486,23430,2720,15813,367,6481,2,146,0,1,0,0
2020-01,7호선,2714,마들,20,0,8808,1675,19643,3942,58528,5458,52969,9729,29193,9690,21588,9287,19426,10468,20536,12424,18415,13763,16177,15296,15345,18046,15398,21071,14681,25990,13059,36865,8426,43810,5860,26096,4320,22100,3608,21615,1553,15033,245,5531,2,40,0,1,0,0
2020-01,7호선,2715,노원,27,0,7592,2223,14083,6800,36383,13891,37424,45468,26763,46742,28534,35865,32417,32142,35200,36737,37199,42940,38375,42993,43532,44563,46673,44961,47702,48791,51547,63965,33851,59095,33479,29715,29256,23218,26066,19731,12759,14958,2375,5469,20,151,0,1,0,0
2020-01,7호선,2716,중계,34,1,8439,2046,21598,5284,61380,11624,63859,22674,35697,18279,25946,14095,23833,14887,24733,14565,23837,16877,21425,17173,20490,19158,21120,22754,22707,28001,20331,46271,11914,48491,8884,28632,10627,25373,9004,24512,4684,16228,972,5569,1,35,0,0,0,0
2020-01,7호선,2717,하계,9,0,7190,1422,21437,5479,69180,11627,72298,24446,40313,20498,29759,17186,29313,17968,31378,23370,28929,26437,28028,25234,29874,27473,31294,31633,33230,36523,30703,55612,17875,61733,13801,35116,12302,31167,10948,30000,4105,20986,686,7181,14,37,0,0,0,0
2020-01,7호선,2718,공릉(서울과학기술대),26,1,5872,1187,12420,4126,35989,7405,42553,23281,24958,15441,18620,11965,17760,12022,20106,14280,19461,16636,17934,16218,19157,18238,20138,22002,23280,26069,24955,39296,14466,40102,11157,23262,10373,20737,8974,19536,4965,14792,939,5656,6,28,0,0,0,0
2020-01,7호선,2719,태릉입구,91,1,6129,1181,6525,4984,19423,6899,25161,17451,16482,11899,12182,8779,11865,8943,12787,9360,13446,10880,13203,10739,14813,11249,15076,13241,17613,15314,19928,20889,11607,21515,8653,13627,8169,12347,6503,12436,3147,8786,637,3767,10,1098,0,0,0,0
2020-01,7호선,2720,먹골,28,0,6728,724,11808,3058,35873,4595,45792,14199,25995,10237,17403,9269,15017,9722,16619,11604,16377,12331,15280,12939,14188,15515,15315,19716,16014,24408,17432,35599,10743,36892,7857,21355,7547,19458,5504,18166,2725,12499,589,3810,3,165,0,0,0,0
2020-01,7호선,2721,중화,5,1,7879,998,13652,4269,35164,7374,49313,21196,28138,11690,18017,10166,16337,9937,17674,11588,17258,12694,15501,14110,14965,16883,16013,19458,18520,24772,20537,36079,13209,37301,8666,21892,8149,20744,6481,19942,3154,13422,510,4282,2,77,0,1,0,0
2020-01,7호선,2722,상봉(시외버스터미널),294,8,9919,1586,17062,8124,49492,12908,68470,32456,36514,21349,22671,16232,21006,17638,23395,19815,24384,21749,23461,22672,24311,24595,27256,28575,33859,35166,37954,55534,25989,56318,19257,30626,18855,27571,15165,25702,7809,18397,1591,7946,8,59,0,0,0,0
2020-01,7호선,2723,면목,20,1,11177,1150,20631,5591,54076,7776,74711,20041,40614,14804,24957,13044,22039,13475,22986,15689,22993,18241,20792,19264,19618,23824,21267,30033,22571,33791,23080,51695,17130,53605,10791,31442,8633,28338,6511,26982,3384,18013,528,6244,3,36,0,0,0,0
2020-01,7호선,2724,사가정,44,0,9819,1507,18459,8552,47458,10299,63670,24746,39502,15640,25621,15541,22788,15980,24681,17587,24279,19020,22510,20709,22139,25157,24265,29753,26838,35764,27189,55360,19654,54472,14371,30286,12005,27912,9581,26505,5244,15949,971,5826,9,32,0,0,0,0
2020-01,7호선,2725,용마산,11,0,4604,588,8964,2915,22385,3589,30686,8447,18010,5820,10178,5608,8836,5113,9163,5746,8415,7269,7668,7018,7302,8713,7769,10199,8324,12498,8416,19042,5432,19799,3385,12262,2710,11538,1846,11679,1059,7256,217,2664,0,15,0,0,0,0
2020-01,7호선,2726,중곡,2,0,5221,520,10600,5019,29767,7112,47195,17868,26658,11161,16716,9438,15603,9144,16242,10047,15472,11308,14071,11909,13600,14502,15128,16306,16193,20165,16009,30998,10712,29938,7494,17986,5789,16614,4133,15372,2124,10712,444,3249,5,26,0,0,0,0
2020-01,7호선,2727,군자(능동),30,2,7890,655,12676,7161,32813,8156,59024,25891,37331,17315,20743,11419,18578,11242,19033,12493,20633,13799,19591,14913,19745,18567,22580,20102,26465,24996,35200,39171,22241,35786,16997,20989,16298,18812,14485,17787,7171,11844,1401,4152,10,104,0,6,0,0
2020-01,7호선,2728,어린이대공원(세종대),6,0,3210,1049,6344,9507,16138,13890,31418,37365,22066,28223,13180,19173,14962,17604,17940,21503,17859,23763,18465,19411,23355,17246,29817,16683,36401,19050,36339,26227,20055,23213,14845,14526,15030,14061,14194,13910,8464,10482,1404,3680,4,56,0,0,0,0
2020-01,7호선,2729,건대입구,48,1,4252,944,4807,7607,11584,17922,20568,32457,16007,32556,13685,23251,15179,23732,17383,27171,20365,29959,22412,28693,28086,28855,32411,29020,41632,35120,42769,50901,31848,37458,34301,19035,30554,15030,28285,12669,15272,7718,2487,3882,12,459,0,1,0,0
2020-01,7호선,2730,뚝섬유원지,5,0,4217,499,7640,3492,19074,4767,30464,11103,20259,9373,11206,7439,9581,8373,10186,9735,10953,11693,10696,12322,11870,13016,13861,13105,14935,16223,13137,23639,7956,19252,6101,12000,5737,11811,4001,11156,1877,6600,263,1933,3,19,0,0,0,0
2020-01,7호선,2731,청담,15,0,2666,4043,7000,24524,11411,54672,16480,158750,13703,98584,12990,37063,16495,26978,18603,22981,20675,26287,23877,22045,33150,20340,37503,20067,58425,22471,110111,25441,64970,17821,36849,11754,33184,11077,25969,8279,8523,5318,1170,3209,2,63,0,6,0,0
2020-01,7호선,2732,강남구청,8,0,1849,1730,3984,10053,6351,27422,9368,108720,8816,95027,8931,34929,11154,23889,13450,20069,16213,22396,19719,18550,25826,17652,26758,16979,38078,18146,84234,20408,52210,14886,32759,9078,31741,7835,25940,5797,10910,4302,1888,1937,5,16,0,0,0,0
2020-01,7호선,2733,학동,5,0,3229,1886,5528,20067,9117,44613,12734,188060,11464,137770,11225,45962,14391,28225,18325,23614,20567,26491,25879,22971,33465,19454,38852,19424,58167,20232,158490,21868,79573,15009,39605,9904,36961,8042,27546,6400,11348,5279,1815,1971,3,27,0,1,0,0
2020-01,7호선,2734,논현,31,0,3623,1267,5369,14656,8533,44300,15461,121730,14688,101428,12468,40114,14645,25955,17070,24387,19957,26985,22912,25959,28677,23825,32253,24831,50263,28971,103647,39052,62903,26706,39445,14317,41540,11414,38359,9309,21178,5917,4309,2479,13,35,1,3,0,0
2020-01,7호선,2735,반포,5,0,1090,678,3154,6182,7710,10968,12308,21651,9248,18529,6638,9474,6922,10485,7980,11377,9232,10196,9818,9099,11776,8995,14831,9342,16164,9937,19815,12709,13164,9070,9789,5635,11771,4790,9095,4986,2705,2934,435,867,5,10,0,5,0,0
2020-01,7호선,2736,고속터미널,34,1,1540,2578,3176,21472,10084,37202,20087,57905,25971,45415,27685,33591,31795,33031,35038,30763,34783,32684,36761,31182,44452,26759,48031,25890,63014,26618,66182,30721,45935,21052,44025,11629,41878,10993,31902,6425,12036,4230,1422,1123,27,10,2,5,0,0
2020-01,7호선,2737,내방,3,0,2310,1535,6566,10075,16231,19807,28267,81198,19878,42753,14733,20941,15730,15485,16858,15995,19218,18124,19322,18111,20753,17938,24144,18573,33854,22156,68937,30149,27838,23152,18623,13981,18908,11782,14137,11151,5870,6859,955,3134,12,312,0,4,0,0
2020-01,7호선,2738,이수,29,1,5223,1215,8490,8519,24200,12478,45905,43330,28922,32321,19891,21832,19826,20184,21861,20977,24766,23566,25096,23849,27191,26624,29528,28799,33373,36611,45564,58228,27871,44398,25890,23803,28283,20038,26673,17685,15300,10544,2848,3552,24,138,0,2,0,0
2020-01,7호선,2739,남성,0,0,5528,757,10831,4322,34914,5547,58366,14990,32837,11875,19816,10967,18076,10711,17139,12081,17682,13579,15757,14180,14901,17315,14731,20065,16793,24357,16699,39447,10323,33700,8812,21020,8196,19741,6100,17874,3134,11702,691,3933,4,36,0,6,0,0
2020-01,7호선,2740,숭실대입구(살피재),81,5,5595,1048,10897,4570,34643,6581,55717,16868,32540,23853,19680,13602,18320,12320,21387,15050,20589,17599,17859,17024,17476,19456,20722,22242,25429,28490,20771,45278,13021,38265,10437,23598,10645,22094,9066,21616,5209,14915,975,4863,1,30,0,5,0,0
2020-01,7호선,2741,상도,2,0,4019,2599,9964,7542,29132,6766,45752,18804,27153,15112,17932,11835,16914,11421,17774,12668,16879,13434,15950,14392,15926,15720,18869,17138,22040,22019,20419,35732,11401,29933,8776,18922,8822,17681,7750,16848,4155,12239,727,4129,1,22,0,2,0,0
2020-01,7호선,2742,장승배기,13,1,6260,859,10992,3821,28462,7634,46382,17505,28753,13200,17511,11274,16538,11707,16563,13178,16896,13599,14983,14922,15075,17302,15091,19090,16305,23284,18979,35317,10974,30608,8483,17989,8489,17538,7942,16320,3253,10412,580,3978,9,33,0,1,0,0
2020-01,7호선,2743,신대방삼거리,14,0,8935,1582,15767,6644,47863,11964,80459,35078,43516,21686,25139,16119,23736,15284,25227,17026,23535,18041,22355,20179,21696,23318,23503,26317,26071,32803,33716,56338,18580,51073,14582,30235,12006,27951,10065,26220,5057,17498,736,6007,15,43,0,4,0,0
2020-01,7호선,2744,보라매,24,0,5174,1781,6574,6650,18593,14946,30311,40638,18240,17137,12147,10648,11563,9489,14703,11808,13607,12874,12482,11376,13126,11895,17370,12933,20249,16337,33945,26363,13974,22166,10250,12431,8660,11815,7169,11066,3075,7348,473,2761,3,77,0,1,0,0
2020-01,7호선,2745,신풍,60,2,9186,1495,13381,7831,33329,9945,47168,21044,28056,13951,17466,12154,15806,12479,17510,12315,17048,13320,15883,13240,15790,16137,17534,18470,20239,25242,21519,37372,12437,31270,9355,18398,8300,19204,6498,17662,2831,10440,499,3232,4,565,0,2,0,0
2020-01,7호선,2746,대림(구로구청),69,0,10226,988,8559,3999,14507,6735,22869,17510,18146,15018,13774,17442,14257,22608,16764,19241,18344,18874,19674,17641,20421,18234,21422,19398,23190,25642,24034,27521,16195,20193,13095,13548,11249,15862,8545,13509,5163,6906,705,1598,18,30,0,0,0,0
2020-01,7호선,2747,남구로,30,0,18001,1790,15329,6688,29016,25009,36135,104539,25841,46662,18658,20247,16572,18960,18011,17407,17955,18350,17795,17543,19268,19267,21568,22788,34918,36868,79010,35492,38766,25802,21851,17568,16370,19770,10796,18557,5088,10477,725,2765,8,38,0,1,0,0
2020-01,7호선,2748,가산디지털단지,458,6,6706,4969,8150,19520,18555,99539,22387,395934,17868,205647,16885,53848,21412,40001,28767,39597,35615,40329,41583,37235,53642,34935,65568,31260,154228,33120,320502,35719,144665,27726,77204,15183,70002,12411,35804,11014,15669,8175,1912,2934,7,30,0,2,0,0
2020-01,7호선,2749,철산,9,0,10242,3955,26493,9833,84240,13639,94740,30573,48983,28376,32845,21628,30877,22591,33555,25105,32241,28653,30348,30553,30844,33857,33458,39569,37903,55669,41466,94026,24951,89352,21713,47718,22621,40654,19595,37395,9892,25190,1590,8019,18,66,0,3,0,0
2020-01,7호선,2750,광명사거리,132,0,21634,4558,31132,12689,86591,15333,108629,26322,57756,25259,38858,24465,37026,28311,38998,31040,38827,33560,36353,36766,36523,41740,38500,47865,41040,58612,39439,93341,27630,82794,21011,45971,16567,42660,12191,37197,5603,25362,867,7324,17,121,0,9,0,0
2020-01,7호선,2751,천왕,21,0,6599,811,13325,4681,41833,5755,52932,9173,28425,7196,16551,6877,13813,7608,13800,9195,13585,9989,12006,11546,11513,13745,12194,15876,12849,20004,13699,35775,8506,34361,5508,20019,4220,17739,3548,15983,1493,10663,241,3407,2,103,0,3,0,0
2020-01,7호선,2752,온수(성공회대입구),49,1,7205,961,14215,3721,47020,7477,56740,14369,25235,7958,14487,6744,12571,6732,13116,7833,12623,8576,10481,10015,10411,12176,11259,14918,13587,20613,13312,38772,6717,36465,5179,21038,4680,19046,3495,16635,1944,11096,424,5463,6,856,0,31,0,0
2020-01,7호선,2753,까치울,4,0,3189,713,8964,3196,28089,4488,36247,8746,18242,4996,11048,4874,10110,5708,10326,6852,10067,7829,9437,7703,9371,8888,9631,11505,10584,16646,10628,27251,7013,24893,5353,15424,4447,13761,3373,13537,1345,7806,132,2096,0,16,0,0,0,0
2020-01,7호선,2754,부천종합운동장,9,0,3186,890,5700,2737,17874,5111,21489,11580,10399,4513,6399,3486,5931,3108,6313,3504,5733,4023,5025,4094,5329,4689,6191,5337,8239,7384,11173,12631,4856,12346,3268,7272,2695,6782,1752,6410,859,4209,117,1615,0,9,0,0,0,0
2020-01,7호선,2755,춘의,0,0,4516,1102,8943,5340,22842,25277,24635,50964,14453,16588,10238,8410,9536,7238,10558,7217,10246,8529,10003,8414,10566,9181,11835,9661,25006,12368,42622,19403,16505,19481,11180,12072,8657,11280,5091,9972,2014,6824,257,2502,0,6,0,0,0,0
2020-01,7호선,2756,신중동,5,0,5466,1466,15587,5098,45378,13374,44070,42019,22580,28058,18017,17257,18428,15540,20430,16472,19882,18002,20278,19058,21468,19517,22504,22661,28185,27072,43843,47581,21213,46370,21889,24174,14493,19615,12686,18279,5960,13746,1089,5229,2,31,0,0,0,0
2020-01,7호선,2757,부천시청,16,2,4891,2003,14530,5897,41155,13018,39567,24355,19182,19772,14632,13000,15171,13744,16909,15742,16391,17652,16813,18411,18627,20192,21180,22353,24871,25134,29062,44366,19739,41144,19748,22442,15642,17013,13141,14485,5242,11398,874,3568,14,153,0,0,0,0
2020-01,7호선,2758,상동,18,0,4607,1803,14976,5803,40824,11285,38114,27615,18927,28019,15520,18222,16643,18898,18928,21188,19710,22599,20001,22414,22992,23224,25847,23843,28889,29469,33953,48712,22535,43354,19051,24414,21394,18789,19914,15964,7600,12618,1413,3913,8,384,0,0,0,0
2020-01,7호선,2759,삼산체육관,5,0,2464,394,9317,1387,24119,2142,22330,4806,11245,4049,7765,3695,7490,4239,7751,5517,7472,5820,6727,6272,6824,6822,7046,7849,7466,10258,7815,17508,4256,16691,2763,10265,2749,9012,1741,8627,842,6356,180,2263,0,421,0,0,0,0
2020-01,7호선,2760,굴포천,6,0,6355,538,14225,3299,35925,4824,36791,11810,19811,10032,13664,7728,13164,8210,13565,9582,12951,10736,12267,11422,11950,13366,12997,16492,14107,21967,15982,36000,9043,38941,7123,23143,7105,19233,5838,17064,3294,10712,470,3963,11,650,0,0,0,0
2020-01,7호선,2761,부평구청,27,0,7546,921,20956,5160,63858,10812,52296,13134,26089,6727,16416,5958,15458,6891,15680,8030,14335,9072,12823,10354,13091,11827,13819,13932,18338,18981,17880,32491,10137,39783,7668,25154,6500,20129,5235,18988,2171,12740,293,4592,3,1474,0,16,0,0
2020-01,8호선,2811,암사,7,0,12833,973,22072,5924,73265,7517,105611,17831,53242,14967,30439,11516,26546,14031,28054,16520,26802,19874,23778,20724,21840,27383,23487,31089,25142,40914,25536,68436,15142,59296,11150,35353,9515,34074,6765,30295,2843,20359,648,5176,2,963,0,13,0,0
2020-01,8호선,2812,천호(풍납토성),73,0,10065,1542,16711,10524,43097,16551,65690,31159,38897,29103,23900,20441,23294,22629,24481,24136,26086,28384,24992,29588,25789,34064,28173,38651,34088,49585,41326,77735,26527,62965,22444,34246,18405,32139,15476,27397,7678,17128,1620,5920,19,340,0,10,0,0
2020-01,8호선,2813,강동구청,37,1,4566,943,10012,4810,28553,11757,42619,35235,24444,15402,16317,11903,15315,10483,16193,12034,16903,13609,15503,15406,15669,15991,15966,19511,19853,22119,29698,35590,12487,30019,8992,18085,8162,16565,5672,16056,2202,8669,391,3086,4,39,0,0,0,0
2020-01,8호선,2814,몽촌토성(평화의문),0,0,1464,952,2660,4692,7805,8291,13529,26575,8850,15525,6138,8473,6646,7947,7415,7689,7807,8276,8547,7862,8972,7895,10917,8424,13815,10081,23440,13801,10143,10266,7486,6458,7025,6027,5049,5999,2751,3142,474,1143,5,8,0,0,0,0
2020-01,8호선,2815,잠실(송파구청),9,0,1286,1791,3757,9216,7890,27006,12694,75880,10010,48495,9763,28831,12728,35463,15563,33652,20272,38450,26441,34274,33048,35076,38723,33096,50126,35780,71304,45244,46274,27655,42341,13511,37671,10201,30453,7382,10725,4094,1542,1632,12,113,0,0,0,0
2020-01,8호선,2816,석촌,0,0,2697,546,5027,3399,15082,6818,25553,22018,15009,18319,10852,12956,11475,11737,12946,13254,13366,14744,12187,14527,13203,14931,13845,17008,16834,19181,21300,30400,12091,22980,9375,13650,10236,12934,8513,11183,3637,7610,577,2560,3,165,0,0,0,0
2020-01,8호선,2817,송파,1,0,2900,748,9716,3663,29555,7725,39900,17079,23053,10984,15999,8676,15134,7836,15955,10772,15120,11577,13649,13283,15195,14359,14067,17006,16316,19496,19289,31232,9944,26924,6879,16563,5602,16246,4108,14833,1796,10719,264,2575,4,265,0,0,0,0
2020-01,8호선,2818,가락시장,15,0,2198,2007,4710,5948,9293,11486,13879,38615,10109,18653,10191,13844,11934,13487,11942,13484,13554,14164,14679,13793,16484,14591,17284,14764,18839,17814,29101,24635,13970,18691,11993,11611,13258,9335,10776,8135,5168,5395,988,2646,6,583,0,14,0,0
2020-01,8호선,2819,문정,6,0,2394,2409,6020,9482,22001,31396,32478,165517,20744,72474,16673,26022,17266,20404,19455,17237,23271,21573,25131,19117,28701,20544,29374,19730,52628,24317,123387,33002,46272,28159,28990,16495,25910,13530,18755,13887,7346,8074,1139,2667,9,16,0,0,0,0
2020-01,8호선,2820,장지,2,0,5203,1766,15399,8261,46488,16425,58981,49926,32980,35193,21534,22075,21061,22731,23127,24598,24603,24978,24074,26678,27217,28409,32340,29474,37853,34339,56671,52908,31307,42686,23028,24401,26318,22580,17985,20957,5211,13003,1079,4589,7,17,0,0,0,0
2020-01,8호선,2821,복정,4,0,3400,1698,9887,8079,30039,10313,43251,18865,25301,10760,15771,9581,13592,7619,15527,9768,14242,9091,14521,10975,14110,11509,15928,14128,21693,18807,26149,32079,14608,27406,9524,17636,7706,15608,6994,14246,2520,7318,600,1663,2,10,0,0,0,0
2020-01,8호선,2822,산성,22,0,4469,865,7308,5246,17343,3899,25549,6059,14626,5082,9138,5343,8166,4733,8327,5243,8611,5769,8003,6362,7428,8098,9193,10020,10315,11594,8161,18152,4080,16188,2669,11476,2070,11692,1440,10465,740,5877,162,1885,1,8,0,0,0,0
2020-01,8호선,2823,남한산성입구(성남법원.검찰청),17,1,9068,1387,19051,5089,46156,10414,65735,21052,36361,13354,22917,10218,20596,10043,20564,11845,19878,14129,18250,14023,17267,19139,17348,21656,20421,25516,23935,42739,11431,38606,7642,23382,5794,24114,3764,23623,1854,14230,342,4600,2,29,0,0,0,0
2020-01,8호선,2824,단대오거리,9,0,7981,1577,13581,5296,33992,10418,44659,18404,24637,9485,16975,8252,16661,8379,16931,10438,16170,10795,14567,13045,14017,15304,14751,20109,17080,21507,22830,35244,11728,31790,7385,20571,5968,18170,4337,17265,1861,11603,402,3389,2,121,0,0,0,0
2020-01,8호선,2825,신흥,0,0,3678,654,5491,2464,11977,2955,16682,5821,10628,5850,7469,5805,7638,5975,7876,7562,8023,9322,8491,10002,8868,10234,9782,11885,9615,12050,9293,17605,5972,15451,4878,10036,4159,8934,3084,7484,1595,4842,351,1602,2,208,0,0,0,0
2020-01,8호선,2826,수진,4,0,3353,570,6063,2527,14345,3154,21241,9565,13064,8056,9740,6806,9242,7994,10582,7142,10611,10419,9718,10202,10785,9992,11451,9821,11125,10579,9863,16134,5991,14250,4919,8590,4215,8427,3098,8076,1768,5014,269,1871,3,233,0,2,0,0
2020-01,8호선,2827,모란,10,0,1986,514,2612,2733,9098,3732,12226,6618,7002,5546,6556,5390,7222,6760,9130,6512,10440,7255,10602,7130,10892,7488,11143,7458,11224,7893,10949,10552,6533,7679,4870,4562,4765,4722,4079,4110,2721,2524,766,1279,2,406,0,7,0,0
2020-01,9호선,4101,개화,1,0,1977,147,5720,1976,13903,3198,9360,5443,4217,2601,3482,1766,3269,2163,2995,2118,2652,2001,2846,1947,3062,2563,3895,2721,5395,3360,6368,5028,2758,5574,1870,3964,1465,2664,644,2510,322,1687,125,734,0,81,0,0,0,0
